model,MAE,RMSE,MAPE,sMAPE,R2,MASE,train_time_s,fold,subset_name,n_features,train_rows,test_rows,model_key
GBM,3.721,5.328,2.388,2.389,0.984,0.282,5.51,1,top_5,5,31064,2920,gbm
GBM,9.705,18.542,6.355,6.2,0.8029,0.351,0.73,2,top_5,5,33984,2920,gbm
GBM,3.934,5.208,2.8,2.785,0.9876,0.274,2.37,3,top_5,5,36904,2920,gbm
GBM,3.229,4.411,2.211,2.21,0.9897,0.274,1.14,4,top_5,5,39824,2920,gbm
GBM,11.591,23.035,7.335,6.941,0.741,0.453,1.2,5,top_5,5,42744,2920,gbm
GBM,4.457,6.099,2.87,2.862,0.9894,0.3,1.44,6,top_5,5,45664,2920,gbm
GBM,3.311,4.67,2.183,2.177,0.9898,0.267,2.94,7,top_5,5,48584,2920,gbm
GBM,9.642,18.276,6.149,5.903,0.8416,0.344,3.03,8,top_5,5,51504,2920,gbm
GBM,3.927,5.253,2.615,2.603,0.9916,0.29,1.37,9,top_5,5,54424,2920,gbm
GBM,3.649,6.745,4.35,3.199,0.9788,0.284,1.28,10,top_5,5,57344,2920,gbm
GBM,3.73,5.593,2.404,2.444,0.9824,0.283,2.51,1,top_10,10,31064,2920,gbm
GBM,6.249,10.669,4.095,4.112,0.9347,0.226,2.72,2,top_10,10,33984,2920,gbm
GBM,3.074,4.124,2.172,2.178,0.9922,0.214,3.48,3,top_10,10,36904,2920,gbm
GBM,2.989,4.239,2.037,2.058,0.9904,0.253,2.8,4,top_10,10,39824,2920,gbm
GBM,6.559,10.858,4.063,4.014,0.9425,0.256,2.63,5,top_10,10,42744,2920,gbm
GBM,3.247,4.452,2.144,2.141,0.9944,0.219,3.88,6,top_10,10,45664,2920,gbm
GBM,3.024,4.155,2.051,2.063,0.9919,0.244,2.81,7,top_10,10,48584,2920,gbm
GBM,6.226,10.131,3.929,3.892,0.9513,0.222,3.02,8,top_10,10,51504,2920,gbm
GBM,2.978,4.035,2.018,2.015,0.995,0.22,4.32,9,top_10,10,54424,2920,gbm
GBM,3.247,6.609,4.209,2.982,0.9796,0.253,2.98,10,top_10,10,57344,2920,gbm
GBM,3.873,5.461,2.504,2.535,0.9832,0.294,2.91,1,top_20,20,31064,2920,gbm
GBM,6.311,10.793,4.162,4.173,0.9332,0.228,4.42,2,top_20,20,33984,2920,gbm
GBM,3.168,4.213,2.233,2.239,0.9919,0.221,3.41,3,top_20,20,36904,2920,gbm
GBM,3.124,4.379,2.139,2.16,0.9898,0.265,5.66,4,top_20,20,39824,2920,gbm
GBM,6.436,10.342,3.972,3.93,0.9478,0.251,3.42,5,top_20,20,42744,2920,gbm
GBM,3.283,4.635,2.154,2.151,0.9939,0.221,3.68,6,top_20,20,45664,2920,gbm
GBM,3.242,4.286,2.215,2.218,0.9914,0.262,4.52,7,top_20,20,48584,2920,gbm
GBM,6.203,9.753,3.972,3.914,0.9549,0.222,4.51,8,top_20,20,51504,2920,gbm
GBM,2.951,3.983,2.001,1.996,0.9952,0.218,4.5,9,top_20,20,54424,2920,gbm
GBM,3.502,6.991,4.367,3.14,0.9772,0.273,3.67,10,top_20,20,57344,2920,gbm
GBM,3.198,4.365,2.104,2.122,0.9893,0.243,4.56,1,top_30,30,31064,2920,gbm
GBM,4.765,8.329,3.145,3.145,0.9602,0.172,3.48,2,top_30,30,33984,2920,gbm
GBM,2.617,3.481,1.827,1.832,0.9944,0.182,4.44,3,top_30,30,36904,2920,gbm
GBM,2.741,3.795,1.89,1.905,0.9923,0.232,4.29,4,top_30,30,39824,2920,gbm
GBM,4.754,7.554,2.886,2.885,0.9721,0.186,6.71,5,top_30,30,42744,2920,gbm
GBM,2.657,3.846,1.723,1.72,0.9958,0.179,5.73,6,top_30,30,45664,2920,gbm
GBM,2.873,3.881,1.976,1.976,0.9929,0.232,6.66,7,top_30,30,48584,2920,gbm
GBM,4.55,6.944,2.917,2.892,0.9771,0.163,4.13,8,top_30,30,51504,2920,gbm
GBM,2.397,3.243,1.613,1.609,0.9968,0.177,5.45,9,top_30,30,54424,2920,gbm
GBM,3.078,6.492,4.097,2.882,0.9803,0.24,5.03,10,top_30,30,57344,2920,gbm
GBM,2.467,3.411,1.599,1.61,0.9935,0.187,5.9,1,top_50,50,31064,2920,gbm
GBM,4.302,7.781,2.82,2.819,0.9653,0.156,4.38,2,top_50,50,33984,2920,gbm
GBM,2.193,2.941,1.535,1.539,0.996,0.153,5.45,3,top_50,50,36904,2920,gbm
GBM,2.075,2.906,1.419,1.426,0.9955,0.176,4.8,4,top_50,50,39824,2920,gbm
GBM,4.452,7.088,2.772,2.747,0.9755,0.174,6.18,5,top_50,50,42744,2920,gbm
GBM,2.23,3.259,1.436,1.436,0.997,0.15,5.99,6,top_50,50,45664,2920,gbm
GBM,2.149,2.952,1.481,1.479,0.9959,0.174,5.17,7,top_50,50,48584,2920,gbm
GBM,3.825,6.439,2.497,2.45,0.9803,0.137,6.64,8,top_50,50,51504,2920,gbm
GBM,2.013,2.682,1.36,1.359,0.9978,0.149,5.74,9,top_50,50,54424,2920,gbm
GBM,2.425,5.964,3.543,2.39,0.9834,0.189,6.81,10,top_50,50,57344,2920,gbm
GBM,2.077,2.931,1.375,1.381,0.9952,0.158,11.05,1,all,115,31064,2920,gbm
GBM,3.451,6.381,2.319,2.319,0.9767,0.125,11.21,2,all,115,33984,2920,gbm
GBM,1.792,2.423,1.265,1.263,0.9973,0.125,12.47,3,all,115,36904,2920,gbm
GBM,1.761,2.464,1.237,1.238,0.9968,0.149,11.23,4,all,115,39824,2920,gbm
GBM,3.403,5.501,2.131,2.121,0.9852,0.133,12.75,5,all,115,42744,2920,gbm
GBM,1.868,2.795,1.206,1.205,0.9978,0.126,11.74,6,all,115,45664,2920,gbm
GBM,1.914,2.668,1.33,1.327,0.9967,0.155,10.86,7,all,115,48584,2920,gbm
GBM,3.044,4.981,1.977,1.957,0.9882,0.109,11.45,8,all,115,51504,2920,gbm
GBM,1.836,2.463,1.219,1.217,0.9981,0.136,15.86,9,all,115,54424,2920,gbm
GBM,2.242,6.014,3.506,2.27,0.9831,0.175,15.8,10,all,115,57344,2920,gbm
GBM,20.735,28.149,13.072,13.802,0.5541,1.574,3.1,1,calendar_only,8,31064,2920,gbm
GBM,32.394,42.104,21.883,22.075,-0.0163,1.172,2.17,2,calendar_only,8,33984,2920,gbm
GBM,17.6,23.907,11.951,12.036,0.7377,1.225,2.37,3,calendar_only,8,36904,2920,gbm
GBM,18.75,25.088,13.497,12.782,0.6653,1.59,4.23,4,calendar_only,8,39824,2920,gbm
GBM,31.333,42.157,18.347,19.764,0.1326,1.223,2.46,5,calendar_only,8,42744,2920,gbm
GBM,26.291,34.81,15.048,16.509,0.6556,1.77,2.44,6,calendar_only,8,45664,2920,gbm
GBM,15.992,21.56,10.3,10.712,0.7817,1.291,2.38,7,calendar_only,8,48584,2920,gbm
GBM,33.965,43.532,20.769,21.522,0.1011,1.213,3.36,8,calendar_only,8,51504,2920,gbm
GBM,19.314,26.258,11.76,12.443,0.7893,1.427,2.84,9,calendar_only,8,54424,2920,gbm
GBM,17.702,27.73,18.19,13.085,0.6409,1.38,3.33,10,calendar_only,8,57344,2920,gbm
GBM,3.77,5.445,2.424,2.427,0.9833,0.286,2.79,1,lag_only,7,31064,2920,gbm
GBM,9.987,18.382,6.568,6.429,0.8063,0.361,1.0,2,lag_only,7,33984,2920,gbm
GBM,3.934,5.226,2.778,2.773,0.9875,0.274,1.46,3,lag_only,7,36904,2920,gbm
GBM,3.305,4.529,2.284,2.28,0.9891,0.28,1.33,4,lag_only,7,39824,2920,gbm
GBM,11.761,23.299,7.379,7.028,0.735,0.459,1.31,5,lag_only,7,42744,2920,gbm
GBM,4.749,6.41,3.085,3.084,0.9883,0.32,1.13,6,lag_only,7,45664,2920,gbm
GBM,3.465,4.708,2.318,2.315,0.9896,0.28,1.39,7,lag_only,7,48584,2920,gbm
GBM,9.611,18.439,6.133,5.879,0.8387,0.343,2.47,8,lag_only,7,51504,2920,gbm
GBM,4.134,5.521,2.763,2.756,0.9907,0.306,1.24,9,lag_only,7,54424,2920,gbm
GBM,3.987,7.204,4.73,3.489,0.9758,0.311,1.42,10,lag_only,7,57344,2920,gbm
GBM,4.316,6.268,2.793,2.796,0.9779,0.328,3.01,1,zabin_22,22,31064,2920,gbm
GBM,11.302,19.521,7.339,7.273,0.7815,0.409,3.78,2,zabin_22,22,33984,2920,gbm
GBM,4.211,5.683,2.984,2.972,0.9852,0.293,3.02,3,zabin_22,22,36904,2920,gbm
GBM,3.564,5.167,2.479,2.474,0.9858,0.302,2.71,4,zabin_22,22,39824,2920,gbm
GBM,12.723,22.945,8.061,7.718,0.743,0.497,4.55,5,zabin_22,22,42744,2920,gbm
GBM,4.682,6.749,3.005,3.004,0.9871,0.315,4.01,6,zabin_22,22,45664,2920,gbm
GBM,3.839,5.481,2.59,2.579,0.9859,0.31,4.79,7,zabin_22,22,48584,2920,gbm
GBM,11.182,18.672,7.087,6.906,0.8346,0.399,3.73,8,zabin_22,22,51504,2920,gbm
GBM,3.666,5.132,2.477,2.462,0.992,0.271,3.76,9,zabin_22,22,54424,2920,gbm
GBM,4.224,8.624,5.213,3.668,0.9653,0.329,5.24,10,zabin_22,22,57344,2920,gbm
CatBoost,3.88,5.537,2.481,2.483,0.9827,0.295,4.9,1,top_5,5,31064,2920,catboost
CatBoost,9.935,19.084,6.469,6.353,0.7912,0.359,3.53,2,top_5,5,33984,2920,catboost
CatBoost,4.766,6.098,3.385,3.373,0.9829,0.332,1.84,3,top_5,5,36904,2920,catboost
CatBoost,3.402,4.657,2.326,2.324,0.9885,0.289,4.59,4,top_5,5,39824,2920,catboost
CatBoost,11.673,23.149,7.366,7.005,0.7385,0.456,4.7,5,top_5,5,42744,2920,catboost
CatBoost,4.737,6.39,3.043,3.037,0.9884,0.319,3.12,6,top_5,5,45664,2920,catboost
CatBoost,3.604,4.984,2.373,2.37,0.9883,0.291,4.99,7,top_5,5,48584,2920,catboost
CatBoost,9.908,18.351,6.367,6.101,0.8403,0.354,4.11,8,top_5,5,51504,2920,catboost
CatBoost,4.084,5.435,2.707,2.695,0.991,0.302,5.37,9,top_5,5,54424,2920,catboost
CatBoost,3.903,7.507,4.671,3.383,0.9737,0.304,4.25,10,top_5,5,57344,2920,catboost
CatBoost,4.333,6.189,2.756,2.805,0.9784,0.329,4.81,1,top_10,10,31064,2920,catboost
CatBoost,6.545,10.752,4.316,4.337,0.9337,0.237,4.28,2,top_10,10,33984,2920,catboost
CatBoost,3.378,4.481,2.378,2.386,0.9908,0.235,4.79,3,top_10,10,36904,2920,catboost
CatBoost,3.518,4.942,2.375,2.407,0.987,0.298,4.3,4,top_10,10,39824,2920,catboost
CatBoost,6.648,10.562,4.123,4.095,0.9456,0.26,5.45,5,top_10,10,42744,2920,catboost
CatBoost,3.65,4.872,2.424,2.418,0.9933,0.246,4.58,6,top_10,10,45664,2920,catboost
CatBoost,3.402,4.614,2.264,2.279,0.99,0.275,6.28,7,top_10,10,48584,2920,catboost
CatBoost,6.637,10.27,4.245,4.2,0.95,0.237,5.03,8,top_10,10,51504,2920,catboost
CatBoost,3.392,4.493,2.286,2.282,0.9938,0.251,6.28,9,top_10,10,54424,2920,catboost
CatBoost,3.783,7.816,4.796,3.39,0.9715,0.295,5.24,10,top_10,10,57344,2920,catboost
CatBoost,4.526,6.217,2.918,2.958,0.9782,0.344,5.53,1,top_20,20,31064,2920,catboost
CatBoost,6.509,10.675,4.296,4.314,0.9347,0.235,5.0,2,top_20,20,33984,2920,catboost
CatBoost,3.479,4.568,2.454,2.464,0.9904,0.242,5.57,3,top_20,20,36904,2920,catboost
CatBoost,3.564,4.893,2.434,2.464,0.9873,0.302,6.14,4,top_20,20,39824,2920,catboost
CatBoost,6.524,10.112,4.047,4.022,0.9501,0.255,5.49,5,top_20,20,42744,2920,catboost
CatBoost,3.629,4.925,2.404,2.401,0.9931,0.244,6.96,6,top_20,20,45664,2920,catboost
CatBoost,3.661,4.838,2.463,2.472,0.989,0.296,6.69,7,top_20,20,48584,2920,catboost
CatBoost,6.426,9.68,4.161,4.103,0.9556,0.23,6.55,8,top_20,20,51504,2920,catboost
CatBoost,3.361,4.482,2.283,2.278,0.9939,0.248,6.79,9,top_20,20,54424,2920,catboost
CatBoost,4.019,8.072,5.058,3.592,0.9696,0.313,6.65,10,top_20,20,57344,2920,catboost
CatBoost,3.99,5.405,2.617,2.643,0.9836,0.303,5.98,1,top_30,30,31064,2920,catboost
CatBoost,5.337,8.162,3.538,3.562,0.9618,0.193,6.89,2,top_30,30,33984,2920,catboost
CatBoost,2.863,3.777,2.009,2.014,0.9935,0.199,6.81,3,top_30,30,36904,2920,catboost
CatBoost,3.207,4.247,2.24,2.265,0.9904,0.272,6.68,4,top_30,30,39824,2920,catboost
CatBoost,4.814,7.104,2.947,2.965,0.9754,0.188,7.42,5,top_30,30,42744,2920,catboost
CatBoost,2.953,4.155,1.935,1.93,0.9951,0.199,7.23,6,top_30,30,45664,2920,catboost
CatBoost,3.168,4.23,2.176,2.181,0.9916,0.256,7.05,7,top_30,30,48584,2920,catboost
CatBoost,4.889,6.926,3.12,3.119,0.9772,0.175,7.61,8,top_30,30,51504,2920,catboost
CatBoost,2.734,3.697,1.843,1.839,0.9958,0.202,9.33,9,top_30,30,54424,2920,catboost
CatBoost,3.543,7.316,4.657,3.269,0.975,0.276,9.75,10,top_30,30,57344,2920,catboost
CatBoost,3.059,4.135,1.982,1.997,0.9904,0.232,8.63,1,top_50,50,31064,2920,catboost
CatBoost,4.487,7.382,2.958,2.969,0.9688,0.162,8.57,2,top_50,50,33984,2920,catboost
CatBoost,2.442,3.166,1.736,1.742,0.9954,0.17,8.8,3,top_50,50,36904,2920,catboost
CatBoost,2.48,3.304,1.717,1.73,0.9942,0.21,9.55,4,top_50,50,39824,2920,catboost
CatBoost,4.324,6.449,2.663,2.669,0.9797,0.169,9.3,5,top_50,50,42744,2920,catboost
CatBoost,2.504,3.618,1.629,1.63,0.9963,0.169,9.04,6,top_50,50,45664,2920,catboost
CatBoost,2.43,3.217,1.667,1.665,0.9951,0.196,12.26,7,top_50,50,48584,2920,catboost
CatBoost,3.985,6.178,2.593,2.566,0.9819,0.142,10.21,8,top_50,50,51504,2920,catboost
CatBoost,2.256,3.06,1.522,1.52,0.9971,0.167,10.55,9,top_50,50,54424,2920,catboost
CatBoost,2.773,6.546,3.959,2.689,0.98,0.216,10.22,10,top_50,50,57344,2920,catboost
CatBoost,2.594,3.526,1.689,1.699,0.993,0.197,13.58,1,all,115,31064,2920,catboost
CatBoost,3.648,6.082,2.433,2.438,0.9788,0.132,14.01,2,all,115,33984,2920,catboost
CatBoost,1.997,2.661,1.422,1.417,0.9968,0.139,15.88,3,all,115,36904,2920,catboost
CatBoost,2.013,2.732,1.404,1.407,0.996,0.171,16.18,4,all,115,39824,2920,catboost
CatBoost,3.518,5.373,2.197,2.194,0.9859,0.137,15.26,5,all,115,42744,2920,catboost
CatBoost,2.185,3.136,1.444,1.439,0.9972,0.147,17.37,6,all,115,45664,2920,catboost
CatBoost,2.199,2.931,1.513,1.508,0.996,0.178,16.6,7,all,115,48584,2920,catboost
CatBoost,3.262,5.005,2.109,2.092,0.9881,0.117,16.79,8,all,115,51504,2920,catboost
CatBoost,2.132,2.834,1.418,1.409,0.9975,0.158,16.39,9,all,115,54424,2920,catboost
CatBoost,2.695,6.692,3.998,2.632,0.9791,0.21,18.63,10,all,115,57344,2920,catboost
CatBoost,20.292,28.069,12.561,13.489,0.5567,1.54,2.35,1,calendar_only,8,31064,2920,catboost
CatBoost,29.963,38.595,20.285,20.294,0.1461,1.084,2.21,2,calendar_only,8,33984,2920,catboost
CatBoost,16.438,22.066,10.979,11.31,0.7766,1.145,1.73,3,calendar_only,8,36904,2920,catboost
CatBoost,16.155,21.167,11.44,11.2,0.7617,1.37,2.26,4,calendar_only,8,39824,2920,catboost
CatBoost,32.17,42.018,18.839,20.17,0.1383,1.256,1.69,5,calendar_only,8,42744,2920,catboost
CatBoost,24.904,32.99,14.199,15.373,0.6907,1.676,2.08,6,calendar_only,8,45664,2920,catboost
CatBoost,16.088,21.876,10.301,10.607,0.7753,1.299,3.56,7,calendar_only,8,48584,2920,catboost
CatBoost,35.543,45.382,21.421,22.434,0.0231,1.27,3.52,8,calendar_only,8,51504,2920,catboost
CatBoost,19.269,26.202,11.616,12.284,0.7902,1.424,4.36,9,calendar_only,8,54424,2920,catboost
CatBoost,18.595,28.451,19.238,13.867,0.622,1.449,2.8,10,calendar_only,8,57344,2920,catboost
CatBoost,4.162,5.957,2.686,2.693,0.98,0.316,5.07,1,lag_only,7,31064,2920,catboost
CatBoost,10.256,18.692,6.703,6.599,0.7997,0.371,6.88,2,lag_only,7,33984,2920,catboost
CatBoost,4.306,5.596,3.049,3.047,0.9856,0.3,6.11,3,lag_only,7,36904,2920,catboost
CatBoost,3.511,4.777,2.434,2.431,0.9879,0.298,4.85,4,lag_only,7,39824,2920,catboost
CatBoost,12.047,23.46,7.539,7.223,0.7314,0.47,4.22,5,lag_only,7,42744,2920,catboost
CatBoost,4.941,6.628,3.196,3.2,0.9875,0.333,3.52,6,lag_only,7,45664,2920,catboost
CatBoost,3.672,5.009,2.447,2.445,0.9882,0.297,4.15,7,lag_only,7,48584,2920,catboost
CatBoost,10.005,18.412,6.443,6.16,0.8392,0.357,4.74,8,lag_only,7,51504,2920,catboost
CatBoost,4.219,5.615,2.817,2.812,0.9904,0.312,4.55,9,lag_only,7,54424,2920,catboost
CatBoost,4.225,7.959,5.141,3.7,0.9704,0.329,5.45,10,lag_only,7,57344,2920,catboost
CatBoost,5.013,7.11,3.269,3.273,0.9716,0.38,5.02,1,zabin_22,22,31064,2920,catboost
CatBoost,12.088,19.547,7.885,7.805,0.781,0.437,5.38,2,zabin_22,22,33984,2920,catboost
CatBoost,4.543,6.113,3.215,3.206,0.9829,0.316,5.16,3,zabin_22,22,36904,2920,catboost
CatBoost,4.629,6.362,3.209,3.187,0.9785,0.393,6.04,4,zabin_22,22,39824,2920,catboost
CatBoost,12.836,22.178,8.094,7.838,0.7599,0.501,6.14,5,zabin_22,22,42744,2920,catboost
CatBoost,5.077,7.024,3.285,3.283,0.986,0.342,6.57,6,zabin_22,22,45664,2920,catboost
CatBoost,5.863,7.501,4.192,4.081,0.9736,0.473,6.53,7,zabin_22,22,48584,2920,catboost
CatBoost,11.424,18.291,7.315,7.11,0.8413,0.408,7.11,8,zabin_22,22,51504,2920,catboost
CatBoost,4.328,5.97,2.911,2.894,0.9891,0.32,7.54,9,zabin_22,22,54424,2920,catboost
CatBoost,5.043,9.5,5.965,4.276,0.9579,0.393,8.63,10,zabin_22,22,57344,2920,catboost
CART,5.484,7.44,3.639,3.641,0.9689,0.416,0.18,1,top_5,5,31064,2920,cart
CART,11.306,20.079,7.472,7.307,0.7689,0.409,0.12,2,top_5,5,33984,2920,cart
CART,5.119,6.788,3.663,3.653,0.9789,0.356,0.14,3,top_5,5,36904,2920,cart
CART,4.794,6.515,3.447,3.439,0.9774,0.407,0.13,4,top_5,5,39824,2920,cart
CART,13.349,25.039,8.335,8.135,0.694,0.521,0.16,5,top_5,5,42744,2920,cart
CART,5.625,7.812,3.727,3.726,0.9827,0.379,0.13,6,top_5,5,45664,2920,cart
CART,5.693,7.867,3.92,3.9,0.9709,0.46,0.15,7,top_5,5,48584,2920,cart
CART,11.202,20.121,7.139,6.911,0.808,0.4,0.17,8,top_5,5,51504,2920,cart
CART,5.316,7.296,3.694,3.655,0.9837,0.393,0.13,9,top_5,5,54424,2920,cart
CART,5.269,8.503,5.571,4.413,0.9662,0.411,0.13,10,top_5,5,57344,2920,cart
CART,5.146,7.306,3.38,3.418,0.97,0.391,0.19,1,top_10,10,31064,2920,cart
CART,9.563,15.91,6.44,6.378,0.8549,0.346,0.15,2,top_10,10,33984,2920,cart
CART,5.437,7.295,3.949,3.943,0.9756,0.379,0.17,3,top_10,10,36904,2920,cart
CART,5.085,7.164,3.574,3.586,0.9727,0.431,0.2,4,top_10,10,39824,2920,cart
CART,10.496,19.467,6.657,6.404,0.815,0.41,0.2,5,top_10,10,42744,2920,cart
CART,6.018,8.556,4.007,4.011,0.9792,0.405,0.19,6,top_10,10,45664,2920,cart
CART,4.751,6.749,3.25,3.251,0.9786,0.384,0.23,7,top_10,10,48584,2920,cart
CART,10.878,17.136,7.014,6.805,0.8607,0.389,0.22,8,top_10,10,51504,2920,cart
CART,5.545,7.61,3.869,3.851,0.9823,0.41,0.25,9,top_10,10,54424,2920,cart
CART,5.226,8.889,5.654,4.422,0.9631,0.407,0.29,10,top_10,10,57344,2920,cart
CART,7.075,9.72,4.739,4.783,0.9468,0.537,0.24,1,top_20,20,31064,2920,cart
CART,11.664,18.763,7.873,7.838,0.7982,0.422,0.28,2,top_20,20,33984,2920,cart
CART,6.501,9.123,4.807,4.814,0.9618,0.453,0.27,3,top_20,20,36904,2920,cart
CART,5.699,8.061,3.955,3.982,0.9654,0.483,0.31,4,top_20,20,39824,2920,cart
CART,13.048,21.52,8.257,8.113,0.774,0.509,0.27,5,top_20,20,42744,2920,cart
CART,6.624,9.276,4.537,4.525,0.9755,0.446,0.25,6,top_20,20,45664,2920,cart
CART,5.799,8.016,4.021,4.02,0.9698,0.468,0.29,7,top_20,20,48584,2920,cart
CART,11.998,18.904,7.786,7.547,0.8305,0.429,0.29,8,top_20,20,51504,2920,cart
CART,6.111,8.261,4.276,4.266,0.9791,0.452,0.42,9,top_20,20,54424,2920,cart
CART,6.291,10.647,7.146,5.355,0.9471,0.49,0.39,10,top_20,20,57344,2920,cart
CART,6.553,9.225,4.384,4.455,0.9521,0.497,0.42,1,top_30,30,31064,2920,cart
CART,10.969,16.92,7.33,7.366,0.8359,0.397,0.3,2,top_30,30,33984,2920,cart
CART,5.943,8.022,4.372,4.386,0.9705,0.414,0.4,3,top_30,30,36904,2920,cart
CART,6.617,9.156,4.709,4.79,0.9554,0.561,0.54,4,top_30,30,39824,2920,cart
CART,11.795,18.091,7.279,7.235,0.8403,0.46,0.35,5,top_30,30,42744,2920,cart
CART,6.276,8.878,4.211,4.216,0.9776,0.422,0.42,6,top_30,30,45664,2920,cart
CART,6.089,8.507,4.266,4.263,0.966,0.492,0.44,7,top_30,30,48584,2920,cart
CART,10.388,14.115,6.621,6.633,0.9055,0.371,0.43,8,top_30,30,51504,2920,cart
CART,5.844,8.025,4.002,3.987,0.9803,0.432,0.45,9,top_30,30,54424,2920,cart
CART,6.194,10.129,6.623,5.233,0.9521,0.483,0.52,10,top_30,30,57344,2920,cart
CART,6.654,9.394,4.396,4.455,0.9503,0.505,0.36,1,top_50,50,31064,2920,cart
CART,10.886,16.194,7.287,7.298,0.8497,0.394,0.37,2,top_50,50,33984,2920,cart
CART,6.298,8.617,4.56,4.589,0.9659,0.439,0.39,3,top_50,50,36904,2920,cart
CART,6.313,8.697,4.412,4.465,0.9598,0.535,0.41,4,top_50,50,39824,2920,cart
CART,11.384,17.184,7.12,7.069,0.8559,0.444,0.63,5,top_50,50,42744,2920,cart
CART,6.476,8.807,4.337,4.321,0.978,0.436,0.73,6,top_50,50,45664,2920,cart
CART,5.827,7.962,3.981,3.996,0.9702,0.471,0.48,7,top_50,50,48584,2920,cart
CART,9.938,14.199,6.359,6.285,0.9044,0.355,1.15,8,top_50,50,51504,2920,cart
CART,5.618,7.42,3.951,3.94,0.9832,0.415,1.53,9,top_50,50,54424,2920,cart
CART,6.436,10.587,7.01,5.389,0.9477,0.502,1.03,10,top_50,50,57344,2920,cart
CART,7.965,10.481,5.344,5.443,0.9382,0.605,0.58,1,all,115,31064,2920,cart
CART,9.854,14.262,6.59,6.65,0.8834,0.356,0.51,2,all,115,33984,2920,cart
CART,6.726,9.048,4.814,4.838,0.9624,0.468,0.5,3,all,115,36904,2920,cart
CART,6.942,9.496,4.876,4.934,0.9521,0.589,0.45,4,all,115,39824,2920,cart
CART,10.341,15.522,6.316,6.32,0.8824,0.404,0.45,5,all,115,42744,2920,cart
CART,7.154,9.399,4.891,4.892,0.9749,0.482,0.61,6,all,115,45664,2920,cart
CART,6.584,8.515,4.561,4.566,0.966,0.532,0.52,7,all,115,48584,2920,cart
CART,10.312,14.27,6.643,6.602,0.9034,0.368,0.68,8,all,115,51504,2920,cart
CART,6.578,8.89,4.603,4.578,0.9759,0.486,1.24,9,all,115,54424,2920,cart
CART,6.711,11.86,7.906,5.706,0.9343,0.523,0.98,10,all,115,57344,2920,cart
CART,23.079,31.068,14.415,15.26,0.4569,1.752,0.04,1,calendar_only,8,31064,2920,cart
CART,32.767,41.219,22.421,22.266,0.026,1.185,0.05,2,calendar_only,8,33984,2920,cart
CART,18.825,25.183,12.609,12.984,0.709,1.311,0.05,3,calendar_only,8,36904,2920,cart
CART,18.458,24.507,12.934,12.622,0.6806,1.565,0.05,4,calendar_only,8,39824,2920,cart
CART,32.944,42.677,19.767,20.859,0.1111,1.286,0.05,5,calendar_only,8,42744,2920,cart
CART,27.062,36.712,15.357,16.75,0.6169,1.822,0.05,6,calendar_only,8,45664,2920,cart
CART,16.818,22.947,10.733,11.083,0.7527,1.358,0.06,7,calendar_only,8,48584,2920,cart
CART,37.606,48.244,22.799,23.777,-0.104,1.343,0.07,8,calendar_only,8,51504,2920,cart
CART,21.103,28.904,12.872,13.571,0.7447,1.56,0.06,9,calendar_only,8,54424,2920,cart
CART,20.511,30.505,20.424,14.97,0.5655,1.599,0.07,10,calendar_only,8,57344,2920,cart
CART,6.995,9.556,4.708,4.713,0.9486,0.531,0.12,1,lag_only,7,31064,2920,cart
CART,13.274,21.44,8.746,8.673,0.7365,0.48,0.12,2,lag_only,7,33984,2920,cart
CART,6.813,9.163,4.853,4.823,0.9615,0.474,0.13,3,lag_only,7,36904,2920,cart
CART,6.139,8.444,4.351,4.324,0.9621,0.521,0.12,4,lag_only,7,39824,2920,cart
CART,14.251,25.655,8.876,8.661,0.6788,0.556,0.12,5,lag_only,7,42744,2920,cart
CART,7.507,10.053,4.896,4.888,0.9713,0.505,0.14,6,lag_only,7,45664,2920,cart
CART,6.132,8.298,4.173,4.166,0.9677,0.495,0.13,7,lag_only,7,48584,2920,cart
CART,13.601,22.333,8.883,8.543,0.7634,0.486,0.13,8,lag_only,7,51504,2920,cart
CART,6.473,8.735,4.494,4.47,0.9767,0.478,0.14,9,lag_only,7,54424,2920,cart
CART,7.245,12.232,7.737,5.881,0.9301,0.565,0.16,10,lag_only,7,57344,2920,cart
CART,8.907,12.547,5.918,5.95,0.9114,0.676,0.13,1,zabin_22,22,31064,2920,cart
CART,17.104,25.79,11.299,11.102,0.6187,0.619,0.16,2,zabin_22,22,33984,2920,cart
CART,8.173,11.507,5.749,5.748,0.9392,0.569,0.17,3,zabin_22,22,36904,2920,cart
CART,7.455,10.62,5.223,5.17,0.94,0.632,0.16,4,zabin_22,22,39824,2920,cart
CART,18.663,27.904,11.758,11.377,0.62,0.729,0.18,5,zabin_22,22,42744,2920,cart
CART,8.847,13.648,5.643,5.682,0.9471,0.596,0.18,6,zabin_22,22,45664,2920,cart
CART,7.681,11.13,5.213,5.218,0.9418,0.62,0.19,7,zabin_22,22,48584,2920,cart
CART,17.444,25.211,11.193,10.904,0.6985,0.623,0.21,8,zabin_22,22,51504,2920,cart
CART,7.08,10.132,4.746,4.727,0.9686,0.523,0.25,9,zabin_22,22,54424,2920,cart
CART,7.972,13.216,8.125,6.299,0.9184,0.621,0.3,10,zabin_22,22,57344,2920,cart
